"Hour","Month","Day_of_Month","Day","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station.Pressure","Minute"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08,"30"
" 9"," 8","29","2",21.6,13.1,"59",17.2,12.6,"74","240",5,24.1,101.06,"10"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08,"30"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101,"15"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"20"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92,"20"
"18"," 8","29","2",24.2,13.6,"52",18.1,12.3,"69","230",22,24.1,100.94,"45"
"20"," 8","29","2",22.8,13.9,"57",18.1,12.3,"68","210",10,24.1,101,"10"
" 6"," 8","29","2",16.8,13.8,"83",14.7,12.4,"87","360",3,24.1,101.04," 0"
" 7"," 8","29","2",18.1,13.5,"74",16,13,"82","110",4,24.1,101.05," 0"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08," 0"
" 9"," 8","29","2",21.6,13.1,"59",17.2,12.6,"74","240",5,24.1,101.06," 0"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08," 0"
"11"," 8","29","2",26.4,13.9,"46",16.8,12.7,"77","300",4,16.1,101.06," 0"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04," 0"
"13"," 8","29","2",30,14.3,"38",21.6,12.7,"56","220",15,9.7,101.03," 0"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101," 0"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94," 0"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92," 0"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92," 0"
"18"," 8","29","2",24.2,13.6,"52",18.1,12.3,"69","230",22,24.1,100.94," 0"
"19"," 8","29","2",22.7,13.9,"58",17.1,12.5,"74","220",16,24.1,100.97," 0"
"20"," 8","29","2",22.8,13.9,"57",18.1,12.3,"68","210",10,24.1,101," 0"
"21"," 8","29","2",20.6,15,"70",10.4,8.8,"90","250",16,9.7,101.51," 0"
" 5"," 8","29","2",16.6,13.9,"84",14.7,12.8,"88","360",3,24.1,100.99,"15"
" 7"," 8","29","2",18.1,13.5,"74",16,13,"82","110",4,24.1,101.05,"45"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08,"15"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04,"45"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"15"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92,"45"
"20"," 8","29","2",22.8,13.9,"57",18.1,12.3,"68","210",10,24.1,101,"15"
"22"," 8","29","2",19.4,15.5,"79",5.2,4.6,"97","350",0,6.4,101.94,"45"
" 6"," 8","29","2",16.8,13.8,"83",14.7,12.4,"87","360",3,24.1,101.04,"20"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08,"30"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08,"40"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04,"15"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04,"50"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"10"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92,"40"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92,"20"
"19"," 8","29","2",22.7,13.9,"58",17.1,12.5,"74","220",16,24.1,100.97,"30"
"21"," 8","29","2",20.6,15,"70",7.6,5.7,"88","350",4,12.9,102.16,"30"
" 6"," 8","29","2",16.8,13.8,"83",14.7,12.4,"87","360",3,24.1,101.04," 0"
" 7"," 8","29","2",18.1,13.5,"74",16,13,"82","110",4,24.1,101.05," 0"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08," 0"
" 9"," 8","29","2",21.6,13.1,"59",17.2,12.6,"74","240",5,24.1,101.06," 5"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08," 5"
"11"," 8","29","2",26.4,13.9,"46",16.8,12.7,"77","300",4,16.1,101.06," 5"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04,"10"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101,"35"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"45"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92,"45"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92,"50"
"18"," 8","29","2",24.2,13.6,"52",18.1,12.3,"69","230",22,24.1,100.94,"50"
"19"," 8","29","2",22.7,13.9,"58",17.1,12.5,"74","220",16,24.1,100.97,"50"
"20"," 8","29","2",22.8,13.9,"57",18.1,12.3,"68","210",10,24.1,101,"40"
"21"," 8","29","2",20.6,15,"70",5.4,2.5,"84","340",7,24.1,101.24,"40"
" 6"," 8","29","2",16.8,13.8,"83",14.7,12.4,"87","360",3,24.1,101.04,"20"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08,"30"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08,"40"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04,"50"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101,"30"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"10"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92,"20"
"18"," 8","29","2",24.2,13.6,"52",18.1,12.3,"69","230",22,24.1,100.94,"55"
"19"," 8","29","2",22.7,13.9,"58",17.1,12.5,"74","220",16,24.1,100.97,"30"
"21"," 8","29","2",20.6,15,"70",14.5,10.7,"79","360",12,24.1,102.02,"30"
" 7"," 8","29","2",18.1,13.5,"74",16,13,"82","110",4,24.1,101.05,"25"
" 9"," 8","29","2",21.6,13.1,"59",17.2,12.6,"74","240",5,24.1,101.06,"40"
"12"," 8","29","2",28.1,13.5,"41",21.5,13.2,"59","110",8,24.1,101.04," 0"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101,"15"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"45"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92,"30"
"17"," 8","29","2",27.6,13.2,"41",20.1,12.4,"61","240",29,24.1,100.92,"50"
"19"," 8","29","2",22.7,13.9,"58",17.1,12.5,"74","220",16,24.1,100.97,"55"
"21"," 8","29","2",20.6,15,"70",8.2,7.5,"92","240",17,24.1,101.13,"50"
" 6"," 8","29","2",16.8,13.8,"83",14.7,12.4,"87","360",3,24.1,101.04,"20"
" 8"," 8","29","2",19.8,13.4,"66",16.1,12.3,"78","250",4,24.1,101.08,"30"
"10"," 8","29","2",23.8,12.6,"49",14.5,11.5,"82","290",7,24.1,101.08,"50"
"13"," 8","29","2",30,14.3,"38",21.6,12.7,"56","220",15,9.7,101.03," 5"
"14"," 8","29","2",29.6,14.4,"39",22.4,13.4,"56","210",21,16.1,101,"40"
"15"," 8","29","2",28.4,13.7,"41",19.4,13,"66","230",23,24.1,100.94,"25"
"16"," 8","29","2",28,13,"40",20.8,12.3,"58","220",33,24.1,100.92,"45"
"18"," 8","29","2",24.2,13.6,"52",18.1,12.3,"69","230",22,24.1,100.94,"55"
"20"," 8","29","2",22.8,13.9,"57",18.1,12.3,"68","210",10,24.1,101,"55"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43," 0"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47," 0"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51," 0"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53," 0"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58," 0"
"11"," 8","30","3",20.3,13.8,"66",16.6,13.1,"80","180",16,24.1,101.59," 0"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6," 0"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59," 0"
"14"," 8","30","3",9.4,4.4,"71",16.3,13.2,"81","200",17,24.1,101.57," 0"
"15"," 8","30","3",10.4,8.3,"87",15.6,13.1,"85","200",19,24.1,101.56," 0"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58," 0"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58," 0"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57," 0"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59," 0"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63," 0"
"21"," 8","30","3",17.4,14.4,"83",-3.2,-2.5,"99","340",1,8.1,101.91," 0"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53,"10"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"10"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59,"40"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58," 0"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59,"50"
" 5"," 8","30","3",17.2,14,"82",15.5,12.9,"84","210",22,24.1,101.36,"15"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47,"45"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"15"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"45"
"15"," 8","30","3",11.1,6.5,"73",15.6,13.1,"85","200",19,24.1,101.56,"15"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"45"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63,"15"
"22"," 8","30","3",17.6,15.2,"86",3.1,3.3,"98","360",3,8.1,103.07,"45"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47," 0"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53," 0"
"11"," 8","30","3",20.3,13.8,"66",16.6,13.1,"80","180",16,24.1,101.59," 0"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59," 0"
"15"," 8","30","3",16.2,14.3,"89",15.6,13.1,"85","200",19,24.1,101.56," 0"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58," 0"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59," 0"
"21"," 8","30","3",17.4,14.4,"83",9.6,7.3,"85","240",10,24.1,101.46," 0"
" 5"," 8","30","3",17.2,14,"82",15.5,12.9,"84","210",22,24.1,101.36," 5"
" 5"," 8","30","3",17.2,14,"82",15.5,12.9,"84","210",22,24.1,101.36,"15"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51,"30"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53,"10"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"30"
"14"," 8","30","3",20.1,9.9,"52",16.3,13.2,"81","200",17,24.1,101.57,"15"
"15"," 8","30","3",20.3,14.2,"70",15.6,13.1,"85","200",19,24.1,101.56,"20"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58,"20"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57,"45"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63,"10"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43," 0"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47," 0"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51," 0"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53," 0"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58," 0"
"11"," 8","30","3",20.3,13.8,"66",16.6,13.1,"80","180",16,24.1,101.59," 0"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6," 0"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59," 0"
"14"," 8","30","3",1.2,0.9,"93",16.3,13.2,"81","200",17,24.1,101.57," 0"
"15"," 8","30","3",2.3,-4.3,"64",15.6,13.1,"85","200",19,24.1,101.56," 0"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58," 0"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58," 0"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57," 0"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59," 0"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63," 0"
"21"," 8","30","3",17.4,14.4,"83",13.4,10.9,"86","330",15,24.1,101.7," 0"
" 5"," 8","30","3",17.2,14,"82",15.5,12.9,"84","210",22,24.1,101.36,"15"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47,"45"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"15"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"45"
"15"," 8","30","3",22,16.6,"72",15.6,13.1,"85","200",19,24.1,101.56,"15"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"45"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63,"15"
"22"," 8","30","3",17.6,15.2,"86",-3.2,-2.5,"99","340",7,0.2,102.13,"45"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43,"20"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51,"30"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"40"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"15"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"50"
"15"," 8","30","3",16,8.8,"63",15.6,13.1,"85","200",19,24.1,101.56,"10"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58,"40"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"20"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59,"30"
"21"," 8","30","3",17.4,14.4,"83",13.7,8.7,"73","200",16,24.1,101.91,"30"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43," 0"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47," 0"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51," 0"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53," 5"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58," 5"
"11"," 8","30","3",20.3,13.8,"66",16.6,13.1,"80","180",16,24.1,101.59," 5"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"10"
"14"," 8","30","3",3.1,2.7,"93",16.3,13.2,"81","200",17,24.1,101.57,"35"
"15"," 8","30","3",9.9,8.1,"86",15.6,13.1,"85","200",19,24.1,101.56,"45"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58,"45"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"50"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57,"50"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59,"50"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63,"40"
"21"," 8","30","3",17.4,14.4,"83",14.4,12.1,"84","360",7,24.1,101.66,"40"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43,"20"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51,"30"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"40"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"50"
"14"," 8","30","3",12.7,7.3,"71",16.3,13.2,"81","200",17,24.1,101.57,"30"
"15"," 8","30","3",13.8,8.4,"70",15.6,13.1,"85","200",19,24.1,101.56,"10"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"20"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57,"55"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59,"30"
"21"," 8","30","3",17.4,14.4,"83",14.2,11.9,"85","220",3,24.1,101.45,"30"
" 7"," 8","30","3",16.9,14,"83",15.2,13,"87","200",26,24.1,101.47,"25"
" 9"," 8","30","3",18.3,14.1,"77",15.8,13,"83","190",14,24.1,101.53,"40"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6," 0"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59,"35"
"14"," 8","30","3",15.8,12.5,"81",16.3,13.2,"81","200",17,24.1,101.57,"15"
"15"," 8","30","3",8.8,7.6,"89",15.6,13.1,"85","200",19,24.1,101.56,"45"
"17"," 8","30","3",20.8,14.2,"66",16.7,13.2,"79","360",2,24.1,101.58,"50"
"19"," 8","30","3",19.3,15,"76",17.6,14.1,"80","210",9,24.1,101.59,"55"
"21"," 8","30","3",17.4,14.4,"83",5.3,4.7,"95","240",11,9.7,101.7,"50"
" 6"," 8","30","3",16.7,13.9,"83",13.3,12,"92","170",16,24.1,101.43,"20"
" 8"," 8","30","3",17.3,14,"81",15.7,13.3,"85","200",20,24.1,101.51,"30"
"10"," 8","30","3",18.3,14.7,"79",16.2,13.1,"82","180",19,24.1,101.58,"50"
"12"," 8","30","3",21.7,13.6,"60",16.9,13.2,"78","160",18,24.1,101.6,"30"
"13"," 8","30","3",21.2,13.3,"61",17.4,13,"75","170",20,24.1,101.59," 5"
"14"," 8","30","3",15.7,13.3,"84",16.3,13.2,"81","200",17,24.1,101.57,"40"
"16"," 8","30","3",20.4,14.3,"68",15.4,12.9,"85","210",7,24.1,101.58,"45"
"18"," 8","30","3",19.7,14.3,"71",16.3,13.4,"83","170",7,24.1,101.57,"55"
"20"," 8","30","3",17.3,14.6,"84",18.3,14.7,"79","240",11,24.1,101.63,"55"
" 6"," 8","31","4",15.8,14.1,"90",13.6,12.4,"93","230",10,24.1,101.98," 0"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05," 0"
" 8"," 8","31","4",17.8,14.7,"82",14.1,12.6,"91","240",11,24.1,102.05," 0"
" 9"," 8","31","4",18.9,15.3,"80",16.9,13.3,"79","170",8,24.1,102.11," 0"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13," 0"
"11"," 8","31","4",20.5,15.4,"72",17.7,12.8,"73","190",8,24.1,102.12," 0"
"12"," 8","31","4",21,14.9,"68",18.6,11.8,"64","200",8,24.1,102.15," 0"
"13"," 8","31","4",22.4,14.8,"62",17.1,11.5,"69","170",15,24.1,102.12," 0"
"14"," 8","31","4",22.7,14.1,"58",16.8,12,"73","  0",1,24.1,102.11," 0"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06," 0"
"16"," 8","31","4",22.7,13.5,"56",15.2,11.7,"79","210",4,24.1,102.06," 0"
"17"," 8","31","4",22.4,13.7,"58",15,11.5,"79","230",16,24.1,102.02," 0"
"18"," 8","31","4",22.3,14.1,"60",15.8,11.5,"75","200",10,24.1,102," 0"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102," 0"
"20"," 8","31","4",18.1,13.5,"74",16.1,10.2,"68","220",19,24.1,102.03," 0"
"21"," 8","31","4",17.3,12.8,"75",10,7.3,"84","350",3,24.1,103.09," 0"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13,"10"
"14"," 8","31","4",22.7,14.1,"58",16.8,12,"73","  0",1,24.1,102.11,"45"
"16"," 8","31","4",22.7,13.5,"56",15.2,11.7,"79","210",4,24.1,102.06,"35"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102," 5"
"20"," 8","31","4",18.1,13.5,"74",16.1,10.2,"68","220",19,24.1,102.03," 0"
" 5"," 8","31","4",15.4,14,"92",13.8,12.5,"92","230",10,24.1,101.91,"15"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05,"45"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13,"15"
"12"," 8","31","4",21,14.9,"68",18.6,11.8,"64","200",8,24.1,102.15,"45"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06,"15"
"17"," 8","31","4",22.4,13.7,"58",15,11.5,"79","230",16,24.1,102.02,"45"
"20"," 8","31","4",18.1,13.5,"74",16.1,10.2,"68","220",19,24.1,102.03,"15"
"22"," 8","31","4",16.8,12.9,"78",5.6,4.5,"92","340",4,16.1,101.29,"45"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05," 0"
" 9"," 8","31","4",18.9,15.3,"80",16.9,13.3,"79","170",8,24.1,102.11," 0"
"11"," 8","31","4",20.5,15.4,"72",17.7,12.8,"73","190",8,24.1,102.12," 0"
"13"," 8","31","4",22.4,14.8,"62",17.1,11.5,"69","170",15,24.1,102.12," 0"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06," 0"
"17"," 8","31","4",22.4,13.7,"58",15,11.5,"79","230",16,24.1,102.02," 0"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102," 0"
"21"," 8","31","4",17.3,12.8,"75",12.4,10.2,"88","230",5,24.1,100.99," 0"
" 5"," 8","31","4",15.4,14,"92",13.8,12.5,"92","230",10,24.1,101.91," 5"
" 5"," 8","31","4",15.4,14,"92",13.8,12.5,"92","230",10,24.1,101.91,"15"
" 8"," 8","31","4",17.8,14.7,"82",14.1,12.6,"91","240",11,24.1,102.05,"30"
" 9"," 8","31","4",18.9,15.3,"80",16.9,13.3,"79","170",8,24.1,102.11,"10"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13,"30"
"14"," 8","31","4",22.7,14.1,"58",16.8,12,"73","  0",1,24.1,102.11,"35"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06,"30"
"16"," 8","31","4",22.7,13.5,"56",15.2,11.7,"79","210",4,24.1,102.06,"40"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102," 0"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102,"50"
"21"," 8","31","4",17.3,12.8,"75",9.1,8.6,"93"," 50",3,16.1,102.2," 0"
" 6"," 8","31","4",15.8,14.1,"90",13.6,12.4,"93","230",10,24.1,101.98," 0"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05," 0"
" 8"," 8","31","4",17.8,14.7,"82",14.1,12.6,"91","240",11,24.1,102.05," 0"
" 9"," 8","31","4",18.9,15.3,"80",16.9,13.3,"79","170",8,24.1,102.11," 0"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13," 0"
"11"," 8","31","4",20.5,15.4,"72",17.7,12.8,"73","190",8,24.1,102.12," 0"
"12"," 8","31","4",21,14.9,"68",18.6,11.8,"64","200",8,24.1,102.15," 0"
"13"," 8","31","4",22.4,14.8,"62",17.1,11.5,"69","170",15,24.1,102.12," 0"
"14"," 8","31","4",22.7,14.1,"58",16.8,12,"73","  0",1,24.1,102.11," 0"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06," 0"
"16"," 8","31","4",22.7,13.5,"56",15.2,11.7,"79","210",4,24.1,102.06," 0"
"17"," 8","31","4",22.4,13.7,"58",15,11.5,"79","230",16,24.1,102.02," 0"
"18"," 8","31","4",22.3,14.1,"60",15.8,11.5,"75","200",10,24.1,102," 0"
"19"," 8","31","4",19.8,14.5,"72",15.3,11.2,"76","200",7,24.1,102," 0"
"20"," 8","31","4",18.1,13.5,"74",16.1,10.2,"68","220",19,24.1,102.03," 0"
"21"," 8","31","4",17.3,12.8,"75",14.4,9.3,"73","230",10,24.1,101.72," 0"
" 5"," 8","31","4",15.4,14,"92",13.8,12.5,"92","230",10,24.1,101.91,"15"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05,"45"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13,"15"
"12"," 8","31","4",21,14.9,"68",18.6,11.8,"64","200",8,24.1,102.15,"45"
"15"," 8","31","4",23.3,12.8,"52",17.3,11.1,"66","190",8,24.1,102.06,"15"
"17"," 8","31","4",22.4,13.7,"58",15,11.5,"79","230",16,24.1,102.02,"45"
"20"," 8","31","4",18.1,13.5,"74",16.1,10.2,"68","220",19,24.1,102.03,"15"
"22"," 8","31","4",16.8,12.9,"78",13.4,10.8,"84","270",7,16.1,101.85,"45"
" 6"," 8","31","4",15.8,14.1,"90",13.6,12.4,"93","230",10,24.1,101.98,"20"
" 7"," 8","31","4",17,14.7,"86",14.1,12.8,"92","240",12,24.1,102.05,"45"
" 8"," 8","31","4",17.8,14.7,"82",14.1,12.6,"91","240",11,24.1,102.05,"30"
"10"," 8","31","4",21.6,15.7,"69",15.2,12.6,"84","220",14,24.1,102.13,"40"
"12"," 8","31","4",21,14.9,"68",18.6,11.8,"64","200",8,24.1,102.15,"15"
