"","ID","Vessel_Name","Departure","Arrival","Scheduled_Departure","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"12018",12018,"Queen of Coquitlam","Horseshoe Bay","Langdale","16:20",27,"March","Tuesday",16,2,12,6.9,71,10.4,4.8,68,250,40,24.1,102.5
"12019",12019,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",27,"March","Tuesday",17,1.4,10.2,7.4,83,10.1,3.8,65,250,49,24.1,102.51
"12020",12020,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",27,"March","Tuesday",19,3,9.6,7.2,85,9,2.9,65,260,28,24.1,102.71
"12021",12021,"Queen of Coquitlam","Horseshoe Bay","Langdale","22:55",27,"March","Tuesday",22,1.2,8.9,6.7,86,3.4,2.4,93,220,7,12.9,102.25
"12022",12022,"Queen of Coquitlam","Langdale","Horseshoe Bay","06:20",27,"March","Tuesday",6,1.8,7.6,7,96,7.9,6.8,93,160,10,16.1,102.31
"12023",12023,"Queen of Coquitlam","Langdale","Horseshoe Bay","08:40",27,"March","Tuesday",8,1,7.6,6.9,95,8.3,6.9,91,220,20,16.1,102.29
"12024",12024,"Queen of Coquitlam","Langdale","Horseshoe Bay","10:50",27,"March","Tuesday",10,1,7.2,6.6,96,9.5,7.9,90,230,36,24.1,102.37
"12025",12025,"Queen of Coquitlam","Langdale","Horseshoe Bay","13:05",27,"March","Tuesday",13,1,11,7.6,80,10.8,7.5,79,250,29,24.1,102.49
"12026",12026,"Queen of Coquitlam","Langdale","Horseshoe Bay","15:15",27,"March","Tuesday",15,2,13.3,7.4,67,10.9,5.2,68,250,43,24.1,102.48
"12027",12027,"Queen of Coquitlam","Langdale","Horseshoe Bay","17:25",27,"March","Tuesday",17,2,10.2,7.4,83,10.1,3.8,65,250,49,24.1,102.51
"12028",12028,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",27,"March","Tuesday",18,2,10.1,7.4,84,9.5,3.8,67,250,33,24.1,102.66
"12029",12029,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",27,"March","Tuesday",20,2,9.3,7.2,87,8.1,2.7,69,250,31,24.1,102.74
"12030",12030,"Coastal Celebration","Tsawwassen","Swartz Bay","07:00",28,"March","Wednesday",7,2,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12031",12031,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","09:00",28,"March","Wednesday",9,2,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12032",12032,"Coastal Celebration","Tsawwassen","Swartz Bay","11:00",28,"March","Wednesday",11,1,8.5,2.9,68,8.5,3,68,240,25,24.1,103.06
"12033",12033,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","13:00",28,"March","Wednesday",13,2,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12034",12034,"Coastal Renaissance","Tsawwassen","Swartz Bay","14:00",28,"March","Wednesday",14,1,10,3,61,9.8,2.3,59,250,26,24.1,102.91
"12035",12035,"Coastal Celebration","Tsawwassen","Swartz Bay","15:00",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12036",12036,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","17:00",28,"March","Wednesday",17,1.8,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12037",12037,"Coastal Renaissance","Tsawwassen","Swartz Bay","18:00",28,"March","Wednesday",18,3,9.3,1.4,58,8.9,2.7,65,260,30,24.1,102.87
"12038",12038,"Coastal Celebration","Tsawwassen","Swartz Bay","19:00",28,"March","Wednesday",19,1.6,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12039",12039,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","21:00",28,"March","Wednesday",21,2,7,3,76,10.2,3.5,62,360,16,24.1,100.72
"12040",12040,"Salish Raven","Tsawwassen","Southern Gulf Islands","09:55",28,"March","Wednesday",9,1,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12041",12041,"Salish Eagle","Tsawwassen","Southern Gulf Islands","19:15",28,"March","Wednesday",19,1.6,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12042",12042,"Queen of Alberni","Tsawwassen","Duke Point","05:15",28,"March","Wednesday",5,2,7.5,3.9,78,7.6,4.1,78,250,16,24.1,103
"12043",12043,"Coastal Inspiration","Tsawwassen","Duke Point","07:45",28,"March","Wednesday",7,1.8,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12044",12044,"Queen of Alberni","Tsawwassen","Duke Point","10:15",28,"March","Wednesday",10,1.6,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12045",12045,"Coastal Inspiration","Tsawwassen","Duke Point","12:45",28,"March","Wednesday",12,1.8,8.8,3.5,70,8.8,3.4,69,240,33,24.1,102.99
"12046",12046,"Queen of Alberni","Tsawwassen","Duke Point","15:15",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12047",12047,"Coastal Inspiration","Tsawwassen","Duke Point","17:45",28,"March","Wednesday",17,2,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12048",12048,"Queen of Alberni","Tsawwassen","Duke Point","20:15",28,"March","Wednesday",20,1.25,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12049",12049,"Coastal Inspiration","Tsawwassen","Duke Point","22:45",28,"March","Wednesday",22,2.6,7,3.1,76,16.2,7.5,53,30,6,24.1,102.58
"12050",12050,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","07:00",28,"March","Wednesday",7,2,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12051",12051,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","09:00",28,"March","Wednesday",9,2,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12052",12052,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","11:00",28,"March","Wednesday",11,1,8.5,2.9,68,8.5,3,68,240,25,24.1,103.06
"12053",12053,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","13:00",28,"March","Wednesday",13,2,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12054",12054,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","15:00",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12055",12055,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","17:00",28,"March","Wednesday",17,1.8,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12056",12056,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","19:00",28,"March","Wednesday",19,1.6,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12057",12057,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","21:00",28,"March","Wednesday",21,2,7,3,76,3.4,2.9,94,240,12,9.7,100.73
"12058",12058,"Bowen Queen","Swartz Bay","Southern Gulf Islands","05:00",28,"March","Wednesday",5,1.8,7.5,3.9,78,7.6,4.1,78,250,16,24.1,103
"12059",12059,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","05:05",28,"March","Wednesday",5,1.6,7.5,3.9,78,7.6,4.1,78,250,16,24.1,103
"12060",12060,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","08:15",28,"March","Wednesday",8,1,7.7,3.1,72,7.8,4.5,79,230,25,24.1,103.02
"12061",12061,"Bowen Queen","Swartz Bay","Southern Gulf Islands","09:10",28,"March","Wednesday",9,1,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12062",12062,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","10:10",28,"March","Wednesday",10,1.8,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12063",12063,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","14:20",28,"March","Wednesday",14,1,10,3,61,9.8,2.3,59,250,26,24.1,102.91
"12064",12064,"Bowen Queen","Swartz Bay","Southern Gulf Islands","15:10",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12065",12065,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","16:20",28,"March","Wednesday",16,1,10.3,2.2,57,10.5,0.9,51,250,34,24.1,102.89
"12066",12066,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","18:40",28,"March","Wednesday",18,3,9.3,1.4,58,8.9,2.7,65,260,30,24.1,102.87
"12067",12067,"Bowen Queen","Swartz Bay","Southern Gulf Islands","19:55",28,"March","Wednesday",19,3,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12068",12068,"Spirit of Vancouver Island","Swartz Bay","Tsawwassen","07:00",28,"March","Wednesday",7,2,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12069",12069,"Coastal Celebration","Swartz Bay","Tsawwassen","09:00",28,"March","Wednesday",9,2,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12070",12070,"Spirit of Vancouver Island","Swartz Bay","Tsawwassen","11:00",28,"March","Wednesday",11,1,8.5,2.9,68,8.5,3,68,240,25,24.1,103.06
"12071",12071,"Coastal Renaissance","Swartz Bay","Tsawwassen","12:00",28,"March","Wednesday",12,3,8.8,3.5,70,8.8,3.4,69,240,33,24.1,102.99
"12072",12072,"Coastal Celebration","Swartz Bay","Tsawwassen","13:00",28,"March","Wednesday",13,2,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12073",12073,"Spirit of Vancouver Island","Swartz Bay","Tsawwassen","15:00",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12074",12074,"Coastal Renaissance","Swartz Bay","Tsawwassen","16:00",28,"March","Wednesday",16,1,10.3,2.2,57,10.5,0.9,51,250,34,24.1,102.89
"12075",12075,"Coastal Celebration","Swartz Bay","Tsawwassen","17:00",28,"March","Wednesday",17,1.8,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12076",12076,"Spirit of Vancouver Island","Swartz Bay","Tsawwassen","19:00",28,"March","Wednesday",19,1.6,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12077",12077,"Coastal Celebration","Swartz Bay","Tsawwassen","21:00",28,"March","Wednesday",21,2,7,3,76,7.5,4,78,40,29,24.1,101.66
"12078",12078,"Coastal Inspiration","Duke Point","Tsawwassen","05:15",28,"March","Wednesday",5,2,7.5,3.9,78,7.6,4.1,78,250,16,24.1,103
"12079",12079,"Queen of Alberni","Duke Point","Tsawwassen","07:45",28,"March","Wednesday",7,1.8,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12080",12080,"Coastal Inspiration","Duke Point","Tsawwassen","10:15",28,"March","Wednesday",10,1.6,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12081",12081,"Queen of Alberni","Duke Point","Tsawwassen","12:45",28,"March","Wednesday",12,1.8,8.8,3.5,70,8.8,3.4,69,240,33,24.1,102.99
"12082",12082,"Coastal Inspiration","Duke Point","Tsawwassen","15:15",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12083",12083,"Queen of Alberni","Duke Point","Tsawwassen","17:45",28,"March","Wednesday",17,2,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12084",12084,"Coastal Inspiration","Duke Point","Tsawwassen","20:15",28,"March","Wednesday",20,1.25,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12085",12085,"Queen of Alberni","Duke Point","Tsawwassen","22:45",28,"March","Wednesday",22,2.6,7,3.1,76,4.5,3.6,93,350,8,16.1,101.51
"12086",12086,"Queen of Cowichan","Departure Bay","Horseshoe Bay","06:15",28,"March","Wednesday",6,2.6,7.3,3.5,77,7.6,4,78,230,14,24.1,103.01
"12087",12087,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","08:25",28,"March","Wednesday",8,1.8,7.7,3.1,72,7.8,4.5,79,230,25,24.1,103.02
"12088",12088,"Queen of Cowichan","Departure Bay","Horseshoe Bay","10:40",28,"March","Wednesday",10,1.2,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12089",12089,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","13:00",28,"March","Wednesday",13,2,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12090",12090,"Queen of Cowichan","Departure Bay","Horseshoe Bay","15:20",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12091",12091,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","17:55",28,"March","Wednesday",17,3,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12092",12092,"Queen of Surrey","Departure Bay","Horseshoe Bay","20:45",28,"March","Wednesday",20,1.4,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12093",12093,"Queen of Oak Bay","Departure Bay","Horseshoe Bay","22:10",28,"March","Wednesday",22,2,7,3.1,76,6.7,5.8,92,130,7,24.1,102.73
"12094",12094,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","05:50",28,"March","Wednesday",5,1,7.5,3.9,78,7.6,4.1,78,250,16,24.1,103
"12095",12095,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","06:50",28,"March","Wednesday",6,1,7.3,3.5,77,7.6,4,78,230,14,24.1,103.01
"12096",12096,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","08:00",28,"March","Wednesday",8,1,7.7,3.1,72,7.8,4.5,79,230,25,24.1,103.02
"12097",12097,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","09:05",28,"March","Wednesday",9,1.4,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12098",12098,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","10:15",28,"March","Wednesday",10,1.6,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12099",12099,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","11:25",28,"March","Wednesday",11,3,8.5,2.9,68,8.5,3,68,240,25,24.1,103.06
"12100",12100,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","12:35",28,"March","Wednesday",12,3,8.8,3.5,70,8.8,3.4,69,240,33,24.1,102.99
"12101",12101,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","14:20",28,"March","Wednesday",14,1,10,3,61,9.8,2.3,59,250,26,24.1,102.91
"12102",12102,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","15:30",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12103",12103,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","16:35",28,"March","Wednesday",16,1,10.3,2.2,57,10.5,0.9,51,250,34,24.1,102.89
"12104",12104,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","17:45",28,"March","Wednesday",17,2,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12105",12105,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","18:50",28,"March","Wednesday",18,1,9.3,1.4,58,8.9,2.7,65,260,30,24.1,102.87
"12106",12106,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","20:00",28,"March","Wednesday",20,2.66666666666667,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12107",12107,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","21:00",28,"March","Wednesday",21,2,7,3,76,5.5,5.5,95,250,17,16.1,101.55
"12108",12108,"Queen of Capilano","Horseshoe Bay","Snug Cove (Bowen Is.)","22:00",28,"March","Wednesday",22,1.4,7,3.1,76,4.8,4.9,96,250,7,24.1,100.1
"12109",12109,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","06:15",28,"March","Wednesday",6,2.6,7.3,3.5,77,7.6,4,78,230,14,24.1,103.01
"12110",12110,"Queen of Cowichan","Horseshoe Bay","Departure Bay","08:25",28,"March","Wednesday",8,1.8,7.7,3.1,72,7.8,4.5,79,230,25,24.1,103.02
"12111",12111,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","10:40",28,"March","Wednesday",10,1.2,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12112",12112,"Queen of Cowichan","Horseshoe Bay","Departure Bay","13:00",28,"March","Wednesday",13,2,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12113",12113,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","15:45",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12114",12114,"Queen of Surrey","Horseshoe Bay","Departure Bay","18:35",28,"March","Wednesday",18,2.75,9.3,1.4,58,8.9,2.7,65,260,30,24.1,102.87
"12115",12115,"Queen of Oak Bay","Horseshoe Bay","Departure Bay","20:05",28,"March","Wednesday",20,1,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12116",12116,"Queen of Cowichan","Horseshoe Bay","Departure Bay","22:10",28,"March","Wednesday",22,2,7,3.1,76,4,3.5,93,250,12,24.1,102.72
"12117",12117,"Queen of Surrey","Horseshoe Bay","Langdale","07:30",28,"March","Wednesday",7,1.2,7.6,3.5,75,7.7,4.3,79,230,19,24.1,103
"12118",12118,"Queen of Surrey","Horseshoe Bay","Langdale","09:45",28,"March","Wednesday",9,2,7.9,2.9,71,8.2,3.7,73,240,25,24.1,103.06
"12119",12119,"Queen of Surrey","Horseshoe Bay","Langdale","11:55",28,"March","Wednesday",11,1.8,8.5,2.9,68,8.5,3,68,240,25,24.1,103.06
"12120",12120,"Queen of Surrey","Horseshoe Bay","Langdale","14:10",28,"March","Wednesday",14,1,10,3,61,9.8,2.3,59,250,26,24.1,102.91
"12121",12121,"Queen of Surrey","Horseshoe Bay","Langdale","16:20",28,"March","Wednesday",16,1,10.3,2.2,57,10.5,0.9,51,250,34,24.1,102.89
"12122",12122,"Queen of Cowichan","Horseshoe Bay","Langdale","17:30",28,"March","Wednesday",17,1,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12123",12123,"Queen of Cowichan","Horseshoe Bay","Langdale","19:50",28,"March","Wednesday",19,2.25,8.4,1.4,61,8.6,2.3,64,260,24,24.1,102.87
"12124",12124,"Queen of Surrey","Horseshoe Bay","Langdale","22:55",28,"March","Wednesday",22,3,7,3.1,76,2.7,2.4,95,240,14,24.1,101.87
"12125",12125,"Queen of Surrey","Langdale","Horseshoe Bay","06:20",28,"March","Wednesday",6,1.4,7.3,3.5,77,7.6,4,78,230,14,24.1,103.01
"12126",12126,"Queen of Surrey","Langdale","Horseshoe Bay","08:40",28,"March","Wednesday",8,1.75,7.7,3.1,72,7.8,4.5,79,230,25,24.1,103.02
"12127",12127,"Queen of Surrey","Langdale","Horseshoe Bay","10:50",28,"March","Wednesday",10,1,8.1,3.5,73,8.1,4,75,230,26,24.1,103.1
"12128",12128,"Queen of Surrey","Langdale","Horseshoe Bay","13:05",28,"March","Wednesday",13,1.4,9,3.5,68,9.7,2.7,61,250,31,24.1,102.95
"12129",12129,"Queen of Surrey","Langdale","Horseshoe Bay","15:15",28,"March","Wednesday",15,1,10.3,1.7,55,10.2,2.3,58,250,23,24.1,102.91
"12130",12130,"Queen of Surrey","Langdale","Horseshoe Bay","17:25",28,"March","Wednesday",17,1,10.4,1.2,53,9.6,2.2,60,260,31,24.1,102.89
"12131",12131,"Queen of Cowichan","Langdale","Horseshoe Bay","18:40",28,"March","Wednesday",18,3,9.3,1.4,58,8.9,2.7,65,260,30,24.1,102.87
"12132",12132,"Queen of Cowichan","Langdale","Horseshoe Bay","20:55",28,"March","Wednesday",20,1,7.4,2.4,71,8.2,2.7,68,280,16,24.1,102.92
"12133",12133,"Coastal Celebration","Tsawwassen","Swartz Bay","07:00",29,"March","Thursday",7,1,6.2,4.9,91,7.1,5.5,89,260,13,24.1,102.8
"12134",12134,"Queen of New Westminster","Tsawwassen","Swartz Bay","08:00",29,"March","Thursday",8,1,6.7,5.4,92,7.2,5.4,89,220,17,24.1,102.79
"12135",12135,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","09:00",29,"March","Thursday",9,1,7.2,6,92,7.3,5.9,91,200,8,24.1,102.8
"12136",12136,"Coastal Renaissance","Tsawwassen","Swartz Bay","10:00",29,"March","Thursday",10,1,7.2,6,93,7,5.5,90,170,12,24.1,102.82
"12137",12137,"Coastal Celebration","Tsawwassen","Swartz Bay","11:00",29,"March","Thursday",11,1,7.3,6.3,93,7.3,5.2,87,170,12,24.1,102.8
"12138",12138,"Queen of New Westminster","Tsawwassen","Swartz Bay","12:00",29,"March","Thursday",12,1.6,7.4,6.1,91,7.7,5.9,89,160,9,19.3,102.75
"12139",12139,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","13:00",29,"March","Thursday",13,2,7.1,6.2,94,7.8,5.9,88,170,13,19.3,102.72
"12140",12140,"Coastal Renaissance","Tsawwassen","Swartz Bay","14:00",29,"March","Thursday",14,2,7.6,6.6,94,8.2,6,86,190,10,24.1,102.65
"12141",12141,"Coastal Celebration","Tsawwassen","Swartz Bay","15:00",29,"March","Thursday",15,1.8,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
"12142",12142,"Queen of New Westminster","Tsawwassen","Swartz Bay","16:00",29,"March","Thursday",16,1,7.8,6.9,94,8.4,6.1,85,170,10,24.1,102.54
"12143",12143,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","17:00",29,"March","Thursday",17,2,7.7,7,95,8.3,6,85,170,10,19.3,102.49
"12144",12144,"Coastal Renaissance","Tsawwassen","Swartz Bay","18:00",29,"March","Thursday",18,2,7.6,6.8,95,8.4,6.5,87,170,10,24.1,102.42
"12145",12145,"Coastal Celebration","Tsawwassen","Swartz Bay","19:00",29,"March","Thursday",19,2,7.4,6.6,95,8.5,6.8,89,170,10,24.1,102.36
"12146",12146,"Queen of New Westminster","Tsawwassen","Swartz Bay","20:00",29,"March","Thursday",20,4,7,6.4,96,9.4,6.6,83,250,22,24.1,102.37
"12147",12147,"Spirit of Vancouver Island","Tsawwassen","Swartz Bay","21:00",29,"March","Thursday",21,1.8,7.2,6.4,95,9.6,1.1,56,40,6,24.1,101.18
"12148",12148,"Coastal Renaissance","Tsawwassen","Swartz Bay","22:00",29,"March","Thursday",22,2,7,6.1,94,16.2,7.9,57,30,32,24.1,102.13
"12149",12149,"Salish Raven","Tsawwassen","Southern Gulf Islands","09:25",29,"March","Thursday",9,1,7.2,6,92,7.3,5.9,91,200,8,24.1,102.8
"12150",12150,"Salish Eagle","Tsawwassen","Southern Gulf Islands","09:55",29,"March","Thursday",9,1,7.2,6,92,7.3,5.9,91,200,8,24.1,102.8
"12151",12151,"Salish Raven","Tsawwassen","Southern Gulf Islands","14:05",29,"March","Thursday",14,2,7.6,6.6,94,8.2,6,86,190,10,24.1,102.65
"12152",12152,"Salish Eagle","Tsawwassen","Southern Gulf Islands","15:20",29,"March","Thursday",15,1,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
"12153",12153,"Salish Eagle","Tsawwassen","Southern Gulf Islands","19:50",29,"March","Thursday",19,2.6,7.4,6.6,95,8.5,6.8,89,170,10,24.1,102.36
"12154",12154,"Queen of Alberni","Tsawwassen","Duke Point","05:15",29,"March","Thursday",5,1,6.4,4.6,88,7,5.2,88,240,17,24.1,102.82
"12155",12155,"Coastal Inspiration","Tsawwassen","Duke Point","07:45",29,"March","Thursday",7,1,6.2,4.9,91,7.1,5.5,89,260,13,24.1,102.8
"12156",12156,"Queen of Alberni","Tsawwassen","Duke Point","10:15",29,"March","Thursday",10,1,7.2,6,93,7,5.5,90,170,12,24.1,102.82
"12157",12157,"Coastal Inspiration","Tsawwassen","Duke Point","12:45",29,"March","Thursday",12,3.4,7.4,6.1,91,7.7,5.9,89,160,9,19.3,102.75
"12158",12158,"Queen of Alberni","Tsawwassen","Duke Point","15:15",29,"March","Thursday",15,1,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
"12159",12159,"Coastal Inspiration","Tsawwassen","Duke Point","17:45",29,"March","Thursday",17,2.4,7.7,7,95,8.3,6,85,170,10,19.3,102.49
"12160",12160,"Queen of Alberni","Tsawwassen","Duke Point","20:15",29,"March","Thursday",20,2,7,6.4,96,9.4,6.6,83,250,22,24.1,102.37
"12161",12161,"Coastal Inspiration","Tsawwassen","Duke Point","22:45",29,"March","Thursday",22,4,7,6.1,94,2.4,2.6,98,240,7,12.9,102.12
"12162",12162,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","07:00",29,"March","Thursday",7,1,6.2,4.9,91,7.1,5.5,89,260,13,24.1,102.8
"12163",12163,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","09:00",29,"March","Thursday",9,1,7.2,6,92,7.3,5.9,91,200,8,24.1,102.8
"12164",12164,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","11:00",29,"March","Thursday",11,1,7.3,6.3,93,7.3,5.2,87,170,12,24.1,102.8
"12165",12165,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","13:00",29,"March","Thursday",13,2,7.1,6.2,94,7.8,5.9,88,170,13,19.3,102.72
"12166",12166,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","15:00",29,"March","Thursday",15,1.8,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
"12167",12167,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","17:00",29,"March","Thursday",17,2,7.7,7,95,8.3,6,85,170,10,19.3,102.49
"12168",12168,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","19:00",29,"March","Thursday",19,2,7.4,6.6,95,8.5,6.8,89,170,10,24.1,102.36
"12169",12169,"Skeena Queen","Swartz Bay","Fulford Harbour (Saltspring Is.)","21:00",29,"March","Thursday",21,1.8,7.2,6.4,95,7.7,4.7,80,120,17,9.7,101.48
"12170",12170,"Bowen Queen","Swartz Bay","Southern Gulf Islands","05:00",29,"March","Thursday",5,1,6.4,4.6,88,7,5.2,88,240,17,24.1,102.82
"12171",12171,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","05:05",29,"March","Thursday",5,1,6.4,4.6,88,7,5.2,88,240,17,24.1,102.82
"12172",12172,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","08:15",29,"March","Thursday",8,1,6.7,5.4,92,7.2,5.4,89,220,17,24.1,102.79
"12173",12173,"Bowen Queen","Swartz Bay","Southern Gulf Islands","09:10",29,"March","Thursday",9,1,7.2,6,92,7.3,5.9,91,200,8,24.1,102.8
"12174",12174,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","10:10",29,"March","Thursday",10,1,7.2,6,93,7,5.5,90,170,12,24.1,102.82
"12175",12175,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","13:50",29,"March","Thursday",13,2,7.1,6.2,94,7.8,5.9,88,170,13,19.3,102.72
"12176",12176,"Bowen Queen","Swartz Bay","Southern Gulf Islands","15:10",29,"March","Thursday",15,1,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
"12177",12177,"Queen of Cumberland","Swartz Bay","Southern Gulf Islands","15:50",29,"March","Thursday",15,1.75,7.7,6.8,94,8.4,5.7,83,180,9,24.1,102.6
