"","ID","Departure","Arrival","Minutes","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"9564",9564,"Swartz Bay","Southern Gulf Islands","40","3","March","Saturday","5","2",2.5,2,96,8.3,4.2,75,50,7,24.1,101.4
"9565",9565,"Swartz Bay","Southern Gulf Islands","50","3","March","Saturday","5","1",2.5,2,96,8.5,-0.7,53,360,31,24.1,102.8
"9566",9566,"Swartz Bay","Southern Gulf Islands","15","3","March","Saturday","8","1",3.4,2.4,94,3.8,2.2,89,10,14,24.1,101.44
"9567",9567,"Swartz Bay","Southern Gulf Islands","35","3","March","Saturday","9","1",4.7,3,89,5,1.5,78,350,14,24.1,101.48
"9568",9568,"Swartz Bay","Southern Gulf Islands","30","3","March","Saturday","14","1",7,1.5,68,7,-0.6,58,10,10,24.1,101.51
"9569",9569,"Swartz Bay","Southern Gulf Islands","40","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9570",9570,"Swartz Bay","Southern Gulf Islands","45","3","March","Saturday","18","1",5.7,0.8,71,6.5,-0.3,61,50,8,24.1,101.55
"9571",9571,"Swartz Bay","Southern Gulf Islands","25","3","March","Saturday","19","1",4.3,1.6,82,5.9,1.1,72,360,2,24.1,101.57
"9572",9572,"Swartz Bay","Tsawwassen","0","3","March","Saturday","7","1",2.7,2.3,97,3.4,1.8,90,350,12,24.1,101.39
"9573",9573,"Swartz Bay","Tsawwassen","0","3","March","Saturday","9","1",4.7,3,89,5,1.5,78,350,14,24.1,101.48
"9574",9574,"Swartz Bay","Tsawwassen","0","3","March","Saturday","11","1",6.6,3.1,79,6,1.2,71,360,14,24.1,101.54
"9575",9575,"Swartz Bay","Tsawwassen","0","3","March","Saturday","13","1",6.7,1.9,71,6.7,-0.5,60,360,16,24.1,101.52
"9576",9576,"Swartz Bay","Tsawwassen","0","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9577",9577,"Swartz Bay","Tsawwassen","0","3","March","Saturday","17","1",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9578",9578,"Swartz Bay","Tsawwassen","0","3","March","Saturday","19","2",4.3,1.6,82,5.9,1.1,72,360,2,24.1,101.57
"9579",9579,"Swartz Bay","Tsawwassen","0","3","March","Saturday","21","1",4.7,3.2,90,3.2,0.4,82,360,4,24.1,101.58
"9580",9580,"Duke Point","Tsawwassen","15","3","March","Saturday","5","1",2.5,2,96,4.4,-3.6,57,30,7,24.1,103.1
"9581",9581,"Duke Point","Tsawwassen","45","3","March","Saturday","7","1",2.7,2.3,97,3.4,1.8,90,350,12,24.1,101.39
"9582",9582,"Duke Point","Tsawwassen","15","3","March","Saturday","10","1",5.9,3.3,83,5.4,1,73,350,19,24.1,101.52
"9583",9583,"Duke Point","Tsawwassen","45","3","March","Saturday","12","1",6.3,2.9,79,6.4,-0.9,60,20,14,24.1,101.55
"9584",9584,"Duke Point","Tsawwassen","15","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9585",9585,"Duke Point","Tsawwassen","45","3","March","Saturday","17","1",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9586",9586,"Departure Bay","Horseshoe Bay","15","3","March","Saturday","6","1",2,1.6,97,3.7,1.8,88,350,12,24.1,101.35
"9587",9587,"Departure Bay","Horseshoe Bay","25","3","March","Saturday","8","1",3.4,2.4,94,3.8,2.2,89,10,14,24.1,101.44
"9588",9588,"Departure Bay","Horseshoe Bay","40","3","March","Saturday","10","1",5.9,3.3,83,5.4,1,73,350,19,24.1,101.52
"9589",9589,"Departure Bay","Horseshoe Bay","0","3","March","Saturday","13","1",6.7,1.9,71,6.7,-0.5,60,360,16,24.1,101.52
"9590",9590,"Departure Bay","Horseshoe Bay","20","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9591",9591,"Departure Bay","Horseshoe Bay","55","3","March","Saturday","17","1",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9592",9592,"Departure Bay","Horseshoe Bay","45","3","March","Saturday","20","3",3.6,1.8,88,4.7,0,72,340,3,24.1,101.58
"9593",9593,"Departure Bay","Horseshoe Bay","10","3","March","Saturday","22","2",4.3,2.8,90,6.3,3.3,82,210,15,19.3,102.12
"9594",9594,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","March","Saturday","5","1",2.5,2,96,16.2,7.2,51,30,6,24.1,102.76
"9595",9595,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","March","Saturday","6","1",2,1.6,97,3.7,1.8,88,350,12,24.1,101.35
"9596",9596,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","March","Saturday","8","1",3.4,2.4,94,3.8,2.2,89,10,14,24.1,101.44
"9597",9597,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","3","March","Saturday","9","2",4.7,3,89,5,1.5,78,350,14,24.1,101.48
"9598",9598,"Horseshoe Bay","Snug Cove (Bowen Is.)","15","3","March","Saturday","10","1",5.9,3.3,83,5.4,1,73,350,19,24.1,101.52
"9599",9599,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","3","March","Saturday","11","1",6.6,3.1,79,6,1.2,71,360,14,24.1,101.54
"9600",9600,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","3","March","Saturday","12","2",6.3,2.9,79,6.4,-0.9,60,20,14,24.1,101.55
"9601",9601,"Horseshoe Bay","Snug Cove (Bowen Is.)","20","3","March","Saturday","14","1",7,1.5,68,7,-0.6,58,10,10,24.1,101.51
"9602",9602,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9603",9603,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","3","March","Saturday","16","2",7.6,1.6,66,7.3,-0.7,56,70,9,24.1,101.5
"9604",9604,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","3","March","Saturday","17","1",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9605",9605,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","3","March","Saturday","18","1",5.7,0.8,71,6.5,-0.3,61,50,8,24.1,101.55
"9606",9606,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","March","Saturday","21","1",4.7,3.2,90,3.2,0.4,82,360,4,24.1,101.58
"9607",9607,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","3","March","Saturday","22","3",4.3,2.8,90,9.3,1.3,57,360,4,24.1,102.51
"9608",9608,"Horseshoe Bay","Departure Bay","15","3","March","Saturday","6","1",2,1.6,97,3.7,1.8,88,350,12,24.1,101.35
"9609",9609,"Horseshoe Bay","Departure Bay","25","3","March","Saturday","8","1",3.4,2.4,94,3.8,2.2,89,10,14,24.1,101.44
"9610",9610,"Horseshoe Bay","Departure Bay","40","3","March","Saturday","10","1",5.9,3.3,83,5.4,1,73,350,19,24.1,101.52
"9611",9611,"Horseshoe Bay","Departure Bay","0","3","March","Saturday","13","1",6.7,1.9,71,6.7,-0.5,60,360,16,24.1,101.52
"9612",9612,"Horseshoe Bay","Departure Bay","45","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9613",9613,"Horseshoe Bay","Departure Bay","35","3","March","Saturday","18","2",5.7,0.8,71,6.5,-0.3,61,50,8,24.1,101.55
"9614",9614,"Horseshoe Bay","Departure Bay","5","3","March","Saturday","20","2",3.6,1.8,88,4.7,0,72,340,3,24.1,101.58
"9615",9615,"Horseshoe Bay","Departure Bay","10","3","March","Saturday","22","2",4.3,2.8,90,11.3,4.3,61,90,47,24.1,99.8
"9616",9616,"Horseshoe Bay","Langdale","30","3","March","Saturday","7","2",2.7,2.3,97,3.4,1.8,90,350,12,24.1,101.39
"9617",9617,"Horseshoe Bay","Langdale","45","3","March","Saturday","9","1",4.7,3,89,5,1.5,78,350,14,24.1,101.48
"9618",9618,"Horseshoe Bay","Langdale","55","3","March","Saturday","11","2",6.6,3.1,79,6,1.2,71,360,14,24.1,101.54
"9619",9619,"Horseshoe Bay","Langdale","10","3","March","Saturday","14","1",7,1.5,68,7,-0.6,58,10,10,24.1,101.51
"9620",9620,"Horseshoe Bay","Langdale","20","3","March","Saturday","16","1",7.6,1.6,66,7.3,-0.7,56,70,9,24.1,101.5
"9621",9621,"Horseshoe Bay","Langdale","30","3","March","Saturday","17","2",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9622",9622,"Horseshoe Bay","Langdale","50","3","March","Saturday","19","2",4.3,1.6,82,5.9,1.1,72,360,2,24.1,101.57
"9623",9623,"Horseshoe Bay","Langdale","55","3","March","Saturday","22","2",4.3,2.8,90,-0.8,-1.3,96,270,7,12.9,102.32
"9624",9624,"Langdale","Horseshoe Bay","20","3","March","Saturday","6","1",2,1.6,97,3.7,1.8,88,350,12,24.1,101.35
"9625",9625,"Langdale","Horseshoe Bay","40","3","March","Saturday","8","1",3.4,2.4,94,3.8,2.2,89,10,14,24.1,101.44
"9626",9626,"Langdale","Horseshoe Bay","50","3","March","Saturday","10","1",5.9,3.3,83,5.4,1,73,350,19,24.1,101.52
"9627",9627,"Langdale","Horseshoe Bay","5","3","March","Saturday","13","2",6.7,1.9,71,6.7,-0.5,60,360,16,24.1,101.52
"9628",9628,"Langdale","Horseshoe Bay","15","3","March","Saturday","15","1",7.2,2.3,71,7.1,-0.2,59,360,10,24.1,101.5
"9629",9629,"Langdale","Horseshoe Bay","25","3","March","Saturday","17","2",7.5,0.1,59,7.3,-0.9,56,30,7,24.1,101.52
"9630",9630,"Langdale","Horseshoe Bay","40","3","March","Saturday","18","1",5.7,0.8,71,6.5,-0.3,61,50,8,24.1,101.55
"9631",9631,"Langdale","Horseshoe Bay","55","3","March","Saturday","20","2",3.6,1.8,88,4.7,0,72,340,3,24.1,101.58
"9632",9632,"Tsawwassen","Swartz Bay","0","4","March","Sunday","7","1",3.8,2.2,90,2.2,0.3,87,100,4,24.1,101.89
"9633",9633,"Tsawwassen","Swartz Bay","0","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9634",9634,"Tsawwassen","Swartz Bay","0","4","March","Sunday","11","1",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9635",9635,"Tsawwassen","Swartz Bay","0","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9636",9636,"Tsawwassen","Swartz Bay","0","4","March","Sunday","14","2",5.9,3,82,7.8,1.6,65,230,26,24.1,102.18
"9637",9637,"Tsawwassen","Swartz Bay","0","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9638",9638,"Tsawwassen","Swartz Bay","0","4","March","Sunday","17","1",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9639",9639,"Tsawwassen","Swartz Bay","0","4","March","Sunday","18","3",6.4,3.5,81,6.1,1.9,74,250,18,24.1,102.33
"9640",9640,"Tsawwassen","Swartz Bay","0","4","March","Sunday","19","2",6,3.5,84,5.9,1.2,72,270,14,24.1,102.4
"9641",9641,"Tsawwassen","Swartz Bay","0","4","March","Sunday","21","2",4.7,1.9,82,5.5,3,84,240,21,24.1,102.46
"9642",9642,"Tsawwassen","Southern Gulf Islands","10","4","March","Sunday","11","1",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9643",9643,"Tsawwassen","Southern Gulf Islands","40","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9644",9644,"Tsawwassen","Southern Gulf Islands","5","4","March","Sunday","21","3",4.7,1.9,82,5.5,3,84,240,21,24.1,102.46
"9645",9645,"Tsawwassen","Duke Point","15","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9646",9646,"Tsawwassen","Duke Point","45","4","March","Sunday","12","1",5.4,3.4,87,7.4,-0.1,59,260,17,24.1,102.12
"9647",9647,"Tsawwassen","Duke Point","15","4","March","Sunday","15","2",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9648",9648,"Tsawwassen","Duke Point","45","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9649",9649,"Tsawwassen","Duke Point","15","4","March","Sunday","20","3",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9650",9650,"Tsawwassen","Duke Point","45","4","March","Sunday","22","4",4.2,1.4,82,5.1,4.2,92,170,14,24.1,103.85
"9651",9651,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9652",9652,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","11","1",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9653",9653,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9654",9654,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9655",9655,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","17","1",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9656",9656,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","19","2",6,3.5,84,5.9,1.2,72,270,14,24.1,102.4
"9657",9657,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","4","March","Sunday","21","2",4.7,1.9,82,5.5,3,84,240,21,24.1,102.46
"9658",9658,"Swartz Bay","Southern Gulf Islands","45","4","March","Sunday","5","1",3.3,2.4,93,3.9,3,95,360,4,4.8,101.78
"9659",9659,"Swartz Bay","Southern Gulf Islands","25","4","March","Sunday","6","1",3.8,2.8,93,1.2,-0.2,90,360,3,24.1,101.82
"9660",9660,"Swartz Bay","Southern Gulf Islands","35","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9661",9661,"Swartz Bay","Southern Gulf Islands","20","4","March","Sunday","14","2",5.9,3,82,7.8,1.6,65,230,26,24.1,102.18
"9662",9662,"Swartz Bay","Southern Gulf Islands","40","4","March","Sunday","14","1",5.9,3,82,7.8,1.6,65,230,26,24.1,102.18
"9663",9663,"Swartz Bay","Southern Gulf Islands","10","4","March","Sunday","16","1",6.8,2.9,76,7.2,1.4,66,240,26,24.1,102.26
"9664",9664,"Swartz Bay","Southern Gulf Islands","35","4","March","Sunday","18","2",6.4,3.5,81,6.1,1.9,74,250,18,24.1,102.33
"9665",9665,"Swartz Bay","Southern Gulf Islands","25","4","March","Sunday","19","3",6,3.5,84,5.9,1.2,72,270,14,24.1,102.4
"9666",9666,"Swartz Bay","Tsawwassen","0","4","March","Sunday","7","1",3.8,2.2,90,2.2,0.3,87,100,4,24.1,101.89
"9667",9667,"Swartz Bay","Tsawwassen","0","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9668",9668,"Swartz Bay","Tsawwassen","0","4","March","Sunday","11","1",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9669",9669,"Swartz Bay","Tsawwassen","0","4","March","Sunday","12","1",5.4,3.4,87,7.4,-0.1,59,260,17,24.1,102.12
"9670",9670,"Swartz Bay","Tsawwassen","0","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9671",9671,"Swartz Bay","Tsawwassen","0","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9672",9672,"Swartz Bay","Tsawwassen","0","4","March","Sunday","16","1",6.8,2.9,76,7.2,1.4,66,240,26,24.1,102.26
"9673",9673,"Swartz Bay","Tsawwassen","0","4","March","Sunday","17","1",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9674",9674,"Swartz Bay","Tsawwassen","0","4","March","Sunday","19","2",6,3.5,84,5.9,1.2,72,270,14,24.1,102.4
"9675",9675,"Swartz Bay","Tsawwassen","0","4","March","Sunday","21","2",4.7,1.9,82,5.5,3,84,240,21,24.1,102.46
"9676",9676,"Duke Point","Tsawwassen","15","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9677",9677,"Duke Point","Tsawwassen","45","4","March","Sunday","12","1",5.4,3.4,87,7.4,-0.1,59,260,17,24.1,102.12
"9678",9678,"Duke Point","Tsawwassen","15","4","March","Sunday","15","2",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9679",9679,"Duke Point","Tsawwassen","45","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9680",9680,"Duke Point","Tsawwassen","15","4","March","Sunday","20","3",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9681",9681,"Duke Point","Tsawwassen","45","4","March","Sunday","22","4",4.2,1.4,82,10.5,2,55,40,16,24.1,101.35
"9682",9682,"Departure Bay","Horseshoe Bay","15","4","March","Sunday","6","1",3.8,2.8,93,1.2,-0.2,90,360,3,24.1,101.82
"9683",9683,"Departure Bay","Horseshoe Bay","25","4","March","Sunday","8","1",3.7,2,89,2.9,1.4,90,0,1,24.1,101.96
"9684",9684,"Departure Bay","Horseshoe Bay","40","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9685",9685,"Departure Bay","Horseshoe Bay","0","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9686",9686,"Departure Bay","Horseshoe Bay","20","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9687",9687,"Departure Bay","Horseshoe Bay","55","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9688",9688,"Departure Bay","Horseshoe Bay","45","4","March","Sunday","20","1",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9689",9689,"Departure Bay","Horseshoe Bay","10","4","March","Sunday","22","3",4.2,1.4,82,11.1,3.9,60,20,8,24.1,102.51
"9690",9690,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","4","March","Sunday","5","1",3.3,2.4,93,4.3,4,96,360,22,3.2,101.24
"9691",9691,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","March","Sunday","8","1",3.7,2,89,2.9,1.4,90,0,1,24.1,101.96
"9692",9692,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9693",9693,"Horseshoe Bay","Snug Cove (Bowen Is.)","15","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9694",9694,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","4","March","Sunday","11","1",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9695",9695,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","4","March","Sunday","12","1",5.4,3.4,87,7.4,-0.1,59,260,17,24.1,102.12
"9696",9696,"Horseshoe Bay","Snug Cove (Bowen Is.)","20","4","March","Sunday","14","2",5.9,3,82,7.8,1.6,65,230,26,24.1,102.18
"9697",9697,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9698",9698,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","4","March","Sunday","16","1",6.8,2.9,76,7.2,1.4,66,240,26,24.1,102.26
"9699",9699,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9700",9700,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","4","March","Sunday","18","1",6.4,3.5,81,6.1,1.9,74,250,18,24.1,102.33
"9701",9701,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","March","Sunday","20","3",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9702",9702,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","4","March","Sunday","22","3",4.2,1.4,82,0.8,0.4,96,250,10,9.7,100.91
"9703",9703,"Horseshoe Bay","Departure Bay","15","4","March","Sunday","6","1",3.8,2.8,93,1.2,-0.2,90,360,3,24.1,101.82
"9704",9704,"Horseshoe Bay","Departure Bay","25","4","March","Sunday","8","1",3.7,2,89,2.9,1.4,90,0,1,24.1,101.96
"9705",9705,"Horseshoe Bay","Departure Bay","40","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9706",9706,"Horseshoe Bay","Departure Bay","0","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9707",9707,"Horseshoe Bay","Departure Bay","45","4","March","Sunday","15","1",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9708",9708,"Horseshoe Bay","Departure Bay","35","4","March","Sunday","18","2",6.4,3.5,81,6.1,1.9,74,250,18,24.1,102.33
"9709",9709,"Horseshoe Bay","Departure Bay","5","4","March","Sunday","20","2",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9710",9710,"Horseshoe Bay","Departure Bay","10","4","March","Sunday","22","3",4.2,1.4,82,5.5,1.8,76,170,34,16.1,102.29
"9711",9711,"Horseshoe Bay","Langdale","30","4","March","Sunday","7","1",3.8,2.2,90,2.2,0.3,87,100,4,24.1,101.89
"9712",9712,"Horseshoe Bay","Langdale","45","4","March","Sunday","9","1",4.2,3,92,5.3,3.2,86,230,7,24.1,102.02
"9713",9713,"Horseshoe Bay","Langdale","55","4","March","Sunday","11","2",4.5,2.7,89,7.5,0.8,63,230,24,24.1,102.1
"9714",9714,"Horseshoe Bay","Langdale","10","4","March","Sunday","14","1",5.9,3,82,7.8,1.6,65,230,26,24.1,102.18
"9715",9715,"Horseshoe Bay","Langdale","20","4","March","Sunday","16","1",6.8,2.9,76,7.2,1.4,66,240,26,24.1,102.26
"9716",9716,"Horseshoe Bay","Langdale","30","4","March","Sunday","17","2",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9717",9717,"Horseshoe Bay","Langdale","50","4","March","Sunday","19","2",6,3.5,84,5.9,1.2,72,270,14,24.1,102.4
"9718",9718,"Horseshoe Bay","Langdale","55","4","March","Sunday","22","3",4.2,1.4,82,9.2,1.5,57,30,5,24.1,102.94
"9719",9719,"Langdale","Horseshoe Bay","20","4","March","Sunday","6","1",3.8,2.8,93,1.2,-0.2,90,360,3,24.1,101.82
"9720",9720,"Langdale","Horseshoe Bay","40","4","March","Sunday","8","1",3.7,2,89,2.9,1.4,90,0,1,24.1,101.96
"9721",9721,"Langdale","Horseshoe Bay","50","4","March","Sunday","10","1",4.1,2.8,91,6.2,2.7,78,240,12,24.1,102.07
"9722",9722,"Langdale","Horseshoe Bay","5","4","March","Sunday","13","1",5.9,3.1,82,7.4,1.1,64,240,22,24.1,102.17
"9723",9723,"Langdale","Horseshoe Bay","15","4","March","Sunday","15","2",6.4,3.4,81,7.5,0.4,61,240,29,24.1,102.22
"9724",9724,"Langdale","Horseshoe Bay","25","4","March","Sunday","17","1",6.5,3.4,81,6.8,0,62,250,19,24.1,102.3
"9725",9725,"Langdale","Horseshoe Bay","40","4","March","Sunday","18","3",6.4,3.5,81,6.1,1.9,74,250,18,24.1,102.33
"9726",9726,"Langdale","Horseshoe Bay","55","4","March","Sunday","20","2",5.3,3.3,87,5.5,3,84,240,18,24.1,102.46
"9727",9727,"Tsawwassen","Swartz Bay","0","5","March","Monday","7","1",3.9,1.6,85,4.8,1.8,81,250,9,24.1,102.78
"9728",9728,"Tsawwassen","Swartz Bay","0","5","March","Monday","9","1",4.7,2.5,86,5.2,1.8,79,260,17,24.1,102.83
"9729",9729,"Tsawwassen","Swartz Bay","0","5","March","Monday","11","1",5.9,2.8,81,6.2,2,74,220,10,24.1,102.89
"9730",9730,"Tsawwassen","Swartz Bay","0","5","March","Monday","13","1",7,2.4,72,7,0.6,63,240,21,24.1,102.87
"9731",9731,"Tsawwassen","Swartz Bay","0","5","March","Monday","15","1",7.1,1.9,70,7.3,1.7,68,220,28,24.1,102.82
"9732",9732,"Tsawwassen","Swartz Bay","0","5","March","Monday","17","2",6.7,1.1,68,6.7,0.2,63,260,24,24.1,102.8
"9733",9733,"Tsawwassen","Swartz Bay","0","5","March","Monday","19","2",5.6,1.8,77,6.2,1.9,74,240,14,24.1,102.82
"9734",9734,"Tsawwassen","Swartz Bay","0","5","March","Monday","21","2",5,1.6,79,6,1.1,71,230,9,24.1,102.84
"9735",9735,"Tsawwassen","Southern Gulf Islands","55","5","March","Monday","9","1",4.7,2.5,86,5.2,1.8,79,260,17,24.1,102.83
"9736",9736,"Tsawwassen","Southern Gulf Islands","15","5","March","Monday","19","1",5.6,1.8,77,6.2,1.9,74,240,14,24.1,102.82
"9737",9737,"Tsawwassen","Duke Point","15","5","March","Monday","5","1",3.6,1.3,85,1.1,1.3,96,240,2,24.1,102.34
"9738",9738,"Tsawwassen","Duke Point","45","5","March","Monday","7","1",3.9,1.6,85,4.8,1.8,81,250,9,24.1,102.78
"9739",9739,"Tsawwassen","Duke Point","15","5","March","Monday","10","1",5.4,2.8,83,5.6,2.2,79,230,20,24.1,102.88
"9740",9740,"Tsawwassen","Duke Point","45","5","March","Monday","12","1",6.4,2.8,78,7,2,70,230,22,24.1,102.89
"9741",9741,"Tsawwassen","Duke Point","15","5","March","Monday","15","1",7.1,1.9,70,7.3,1.7,68,220,28,24.1,102.82
"9742",9742,"Tsawwassen","Duke Point","45","5","March","Monday","17","1",6.7,1.1,68,6.7,0.2,63,260,24,24.1,102.8
"9743",9743,"Tsawwassen","Duke Point","15","5","March","Monday","20","2",5.5,1.9,78,6.2,1.7,73,240,11,24.1,102.82
"9744",9744,"Tsawwassen","Duke Point","45","5","March","Monday","22","1",5.4,2,78,-0.8,-3.5,83,240,8,24.1,102.17
"9745",9745,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","7","1",3.9,1.6,85,4.8,1.8,81,250,9,24.1,102.78
"9746",9746,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","9","1",4.7,2.5,86,5.2,1.8,79,260,17,24.1,102.83
"9747",9747,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","11","1",5.9,2.8,81,6.2,2,74,220,10,24.1,102.89
"9748",9748,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","13","1",7,2.4,72,7,0.6,63,240,21,24.1,102.87
"9749",9749,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","17","2",6.7,1.1,68,6.7,0.2,63,260,24,24.1,102.8
"9750",9750,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","19","2",5.6,1.8,77,6.2,1.9,74,240,14,24.1,102.82
"9751",9751,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","5","March","Monday","21","2",5,1.6,79,6,1.1,71,230,9,24.1,102.84
"9752",9752,"Swartz Bay","Southern Gulf Islands","0","5","March","Monday","5","1",3.6,1.3,85,5.1,2,79,350,28,24.1,101.52
"9753",9753,"Swartz Bay","Southern Gulf Islands","5","5","March","Monday","5","1",3.6,1.3,85,2.7,2.5,97,240,7,1.6,100.39
